#time-us	inter1	inter2	sxr-Al	sxr-Zr	
1.404863E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.404963E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.405063E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.405163E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.405263E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.405363E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.405463E+2	3.875712E-3	-7.748480E-3	-1.249830E-2	-9.998720E-3
1.405563E+2	3.875712E-3	-7.748480E-3	-1.249830E-2	-9.998720E-3
1.405663E+2	3.875712E-3	-7.748480E-3	-1.249830E-2	-9.998720E-3
1.405763E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.405863E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.405963E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.406063E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.406163E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.406263E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.406363E+2	3.875712E-3	-2.024845E-2	-1.249830E-2	-9.998720E-3
1.406463E+2	3.875712E-3	-2.024845E-2	-1.249830E-2	-9.998720E-3
1.406563E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.406663E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.406763E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.406863E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.406963E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.407063E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.407163E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.407263E+2	3.875712E-3	-1.399846E-2	-6.248320E-3	-9.998720E-3
1.407363E+2	3.875712E-3	-1.399846E-2	-6.248320E-3	-9.998720E-3
1.407463E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.407563E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.407663E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.407763E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.407863E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.407963E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.408063E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.408163E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.408263E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.408363E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.408463E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.408563E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.408663E+2	3.875712E-3	-7.748480E-3	-1.249830E-2	-9.998720E-3
1.408763E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.408863E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.408963E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.409063E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.409163E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.409263E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.409363E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.409463E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.409563E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.409663E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.409763E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.409863E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.409963E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.410063E+2	3.875712E-3	-1.399846E-2	-6.248320E-3	-9.998720E-3
1.410163E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.410263E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.410363E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.410463E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.410563E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.410663E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.410763E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.410863E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.410963E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.411063E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.411163E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.411263E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.411363E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.411463E+2	3.875712E-3	-1.399846E-2	-6.248320E-3	-9.998720E-3
1.411563E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.411663E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.411763E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.411863E+2	3.875712E-3	-7.748480E-3	-1.249830E-2	-9.998720E-3
1.411963E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.412063E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.412163E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.412263E+2	3.875712E-3	-1.399846E-2	-6.248320E-3	-9.998720E-3
1.412363E+2	3.875712E-3	-2.024845E-2	-1.249830E-2	-9.998720E-3
1.412463E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.412563E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.412663E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.412763E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.412863E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.412963E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.413063E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.413163E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.413263E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.413363E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.413463E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.413563E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
